Restaurant_ID,Restaurant_Name,City,Area,Cuisine_Type,Restaurant_Type,Price_Range,Rating,Total_Reviews,Avg_Delivery_Time_Min,Monthly_Orders,Avg_Order_Value_INR,Years_Active,Review_Sentiment_Score,Discount_Offered_Pct,On_Zomato,On_Swiggy,Staff_Count,Success_Score,Status,Monthly_Revenue,Revenue_Band,Dual_Platform,Sentiment_Category,Delivery_Speed,Rating_Band
R0214,Restaurant_214,Ahmedabad,Prahlad Nagar,Fast Food,Quick Service,Budget (< ₹200),3.0,1781,72,1767,938,5.1,0.13,20,Yes,Yes,7,26.4,Struggling,1657446,High (>15L),Both Platforms,Neutral,Slow (>45 min),<3.0
R0215,Restaurant_215,Bangalore,Jayanagar,Cafe,Dine-in,Mid-range (₹200-₹500),3.0,1694,73,336,435,0.8,-0.71,20,Yes,Yes,26,24.8,Closed,146160,Low (<5L),Both Platforms,Negative,Slow (>45 min),<3.0
R0216,Restaurant_216,Kolkata,Tollygunge,South Indian,Dine-in,Mid-range (₹200-₹500),3.4,4916,48,827,1163,8.8,0.26,20,Yes,Yes,19,54.9,Stable,961801,Medium (5–15L),Both Platforms,Neutral,Slow (>45 min),3.0–3.5
R0217,Restaurant_217,Mumbai,Juhu,North Indian,Quick Service,Budget (< ₹200),2.9,4737,69,977,1057,2.6,-0.39,10,Yes,No,35,24.9,Closed,1032689,Medium (5–15L),Zomato Only,Negative,Slow (>45 min),<3.0
R0218,Restaurant_218,Delhi,Dwarka,Chinese,Delivery Only,Budget (< ₹200),3.1,2552,65,2732,461,4.5,-0.12,20,No,Yes,16,39.2,Struggling,1259452,Medium (5–15L),Swiggy Only,Neutral,Slow (>45 min),3.0–3.5
R0219,Restaurant_219,Kolkata,Bhowanipur,South Indian,Dine-in,Premium (₹500-₹1000),3.9,4914,58,1257,485,7.0,0.07,20,Yes,Yes,20,52.3,Stable,609645,Medium (5–15L),Both Platforms,Neutral,Slow (>45 min),3.5–4.0
R0220,Restaurant_220,Chennai,Anna Nagar,Chinese,Fine Dining,Mid-range (₹200-₹500),4.7,4965,45,2805,507,7.0,0.5,40,Yes,Yes,29,80.7,Thriving,1422135,Medium (5–15L),Both Platforms,Positive,Normal (30–45 min),4.5+
R0221,Restaurant_221,Delhi,Rohini,Cafe,Delivery Only,Premium (₹500-₹1000),4.3,1871,63,2289,833,8.0,0.83,20,Yes,Yes,45,66.8,Stable,1906737,High (>15L),Both Platforms,Positive,Slow (>45 min),4.0–4.5
R0222,Restaurant_222,Bangalore,Whitefield,South Indian,Quick Service,Mid-range (₹200-₹500),4.4,4629,68,849,1149,7.0,-0.2,0,Yes,Yes,17,63.4,Stable,975501,Medium (5–15L),Both Platforms,Neutral,Slow (>45 min),4.0–4.5
R0223,Restaurant_223,Chennai,Velachery,Biryani,Cafe,Premium (₹500-₹1000),4.0,3849,74,582,661,1.0,0.34,0,No,Yes,35,41.6,Struggling,384702,Low (<5L),Swiggy Only,Positive,Slow (>45 min),3.5–4.0
R0224,Restaurant_224,Kolkata,Bhowanipur,Fast Food,Quick Service,Budget (< ₹200),4.7,1285,28,920,530,4.4,0.22,40,Yes,Yes,48,54.0,Stable,487600,Low (<5L),Both Platforms,Neutral,Fast (<30 min),4.5+
R0225,Restaurant_225,Mumbai,Colaba,Biryani,Delivery Only,Premium (₹500-₹1000),4.1,88,48,1220,394,7.7,-0.5,10,No,Yes,11,42.2,Struggling,480680,Low (<5L),Swiggy Only,Negative,Slow (>45 min),4.0–4.5
R0226,Restaurant_226,Kolkata,Ballygunge,Continental,Quick Service,Luxury (> ₹1000),2.5,4422,32,1628,1152,0.6,-0.22,50,Yes,Yes,46,28.4,Struggling,1875456,High (>15L),Both Platforms,Neutral,Normal (30–45 min),<3.0
R0227,Restaurant_227,Hyderabad,Ameerpet,Biryani,Cafe,Mid-range (₹200-₹500),2.8,4173,57,1353,351,1.1,-0.72,20,No,Yes,30,41.0,Struggling,474903,Low (<5L),Swiggy Only,Negative,Slow (>45 min),<3.0
R0228,Restaurant_228,Bangalore,Whitefield,Mughlai,Cafe,Mid-range (₹200-₹500),2.9,3354,21,1035,409,7.4,-0.56,0,Yes,Yes,26,42.2,Struggling,423315,Low (<5L),Both Platforms,Negative,Fast (<30 min),<3.0
R0229,Restaurant_229,Delhi,Dwarka,Fast Food,Fine Dining,Budget (< ₹200),4.0,442,62,542,849,8.4,-0.71,0,No,No,27,25.0,Closed,460158,Low (<5L),No Platform,Negative,Slow (>45 min),3.5–4.0
R0230,Restaurant_230,Chennai,Velachery,Chinese,Delivery Only,Budget (< ₹200),3.3,877,62,2231,456,6.4,0.46,30,Yes,Yes,21,29.6,Closed,1017336,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),3.0–3.5
R0231,Restaurant_231,Hyderabad,Gachibowli,Italian,Cafe,Mid-range (₹200-₹500),3.4,3406,38,756,220,5.7,0.84,40,Yes,Yes,3,38.7,Closed,166320,Low (<5L),Both Platforms,Positive,Normal (30–45 min),3.0–3.5
R0232,Restaurant_232,Mumbai,Dadar,Mughlai,Delivery Only,Budget (< ₹200),4.4,664,66,514,1106,2.9,-0.38,20,Yes,No,6,32.5,Closed,568484,Medium (5–15L),Zomato Only,Negative,Slow (>45 min),4.0–4.5
R0233,Restaurant_233,Delhi,Saket,Biryani,Cafe,Luxury (> ₹1000),4.3,828,74,287,189,8.6,0.39,10,Yes,Yes,31,49.8,Stable,54243,Low (<5L),Both Platforms,Positive,Slow (>45 min),4.0–4.5
R0234,Restaurant_234,Chennai,Mylapore,South Indian,Cafe,Premium (₹500-₹1000),3.0,3333,45,1969,458,8.4,0.44,40,No,Yes,10,37.0,Struggling,901802,Medium (5–15L),Swiggy Only,Positive,Normal (30–45 min),<3.0
R0235,Restaurant_235,Bangalore,Koramangala,Continental,Fine Dining,Luxury (> ₹1000),4.5,3639,31,2603,568,7.9,0.3,10,No,No,10,82.6,Thriving,1478504,Medium (5–15L),No Platform,Neutral,Normal (30–45 min),4.0–4.5
R0236,Restaurant_236,Ahmedabad,Navrangpura,South Indian,Cafe,Premium (₹500-₹1000),2.5,4349,69,2461,921,5.9,0.96,20,Yes,No,45,45.2,Stable,2266581,High (>15L),Zomato Only,Positive,Slow (>45 min),<3.0
R0237,Restaurant_237,Ahmedabad,Prahlad Nagar,Continental,Delivery Only,Budget (< ₹200),2.5,1335,52,2022,1052,5.2,-0.5,40,Yes,Yes,24,32.0,Closed,2127144,High (>15L),Both Platforms,Negative,Slow (>45 min),<3.0
R0238,Restaurant_238,Hyderabad,Gachibowli,Continental,Quick Service,Mid-range (₹200-₹500),2.7,3688,71,2447,638,1.3,0.1,20,Yes,No,50,39.6,Closed,1561186,High (>15L),Zomato Only,Neutral,Slow (>45 min),<3.0
R0239,Restaurant_239,Kolkata,Park Street,Street Food,Fine Dining,Budget (< ₹200),4.6,4999,59,2711,491,9.0,0.21,40,Yes,Yes,6,82.7,Thriving,1331101,Medium (5–15L),Both Platforms,Neutral,Slow (>45 min),4.5+
R0240,Restaurant_240,Ahmedabad,Prahlad Nagar,Street Food,Fine Dining,Luxury (> ₹1000),4.3,3026,65,1953,296,1.4,0.39,0,Yes,Yes,43,68.9,Stable,578088,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),4.0–4.5
R0241,Restaurant_241,Chennai,Nungambakkam,Street Food,Cafe,Budget (< ₹200),2.6,1394,51,675,1021,7.3,0.5,0,Yes,Yes,15,15.3,Closed,689175,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),<3.0
R0242,Restaurant_242,Kolkata,Salt Lake,Mughlai,Delivery Only,Premium (₹500-₹1000),2.8,3445,22,2693,1037,6.9,-0.58,40,No,Yes,34,34.8,Struggling,2792641,High (>15L),Swiggy Only,Negative,Fast (<30 min),<3.0
R0243,Restaurant_243,Kolkata,Bhowanipur,Mughlai,Fine Dining,Mid-range (₹200-₹500),4.2,1472,66,625,286,4.2,0.28,20,No,No,41,52.7,Stable,178750,Low (<5L),No Platform,Neutral,Slow (>45 min),4.0–4.5
R0244,Restaurant_244,Hyderabad,Hitech City,Continental,Cafe,Premium (₹500-₹1000),3.6,1142,28,1790,796,7.2,0.55,20,Yes,Yes,15,42.5,Struggling,1424840,Medium (5–15L),Both Platforms,Positive,Fast (<30 min),3.5–4.0
R0245,Restaurant_245,Chennai,Mylapore,Biryani,Delivery Only,Mid-range (₹200-₹500),3.8,2690,65,572,959,3.8,0.06,30,Yes,No,3,42.2,Struggling,548548,Medium (5–15L),Zomato Only,Neutral,Slow (>45 min),3.5–4.0
R0246,Restaurant_246,Delhi,Dwarka,Chinese,Dine-in,Budget (< ₹200),3.0,1368,38,2899,436,1.9,-0.69,20,Yes,Yes,25,43.2,Struggling,1263964,Medium (5–15L),Both Platforms,Negative,Normal (30–45 min),<3.0
R0247,Restaurant_247,Mumbai,Dadar,Street Food,Delivery Only,Luxury (> ₹1000),3.1,2406,64,2821,228,9.3,-0.1,20,Yes,Yes,50,35.1,Struggling,643188,Medium (5–15L),Both Platforms,Neutral,Slow (>45 min),3.0–3.5
R0248,Restaurant_248,Ahmedabad,Satellite,Biryani,Fine Dining,Mid-range (₹200-₹500),4.4,1635,38,1938,361,9.8,-0.67,10,Yes,No,5,54.3,Stable,699618,Medium (5–15L),Zomato Only,Negative,Normal (30–45 min),4.0–4.5
R0249,Restaurant_249,Chennai,Anna Nagar,Chinese,Fine Dining,Premium (₹500-₹1000),2.5,3870,65,734,220,2.0,-0.22,0,Yes,No,39,26.1,Closed,161480,Low (<5L),Zomato Only,Neutral,Slow (>45 min),<3.0
R0250,Restaurant_250,Pune,Baner,Italian,Delivery Only,Budget (< ₹200),4.5,1355,46,2324,729,4.3,-0.17,10,Yes,Yes,26,54.9,Stable,1694196,High (>15L),Both Platforms,Neutral,Slow (>45 min),4.0–4.5
R0251,Restaurant_251,Ahmedabad,Vastrapur,North Indian,Dine-in,Premium (₹500-₹1000),3.6,2047,22,2895,1086,3.5,0.85,0,No,Yes,37,64.6,Stable,3143970,High (>15L),Swiggy Only,Positive,Fast (<30 min),3.5–4.0
R0252,Restaurant_252,Delhi,Rohini,Biryani,Fine Dining,Luxury (> ₹1000),3.7,2478,61,888,508,5.4,0.91,10,Yes,Yes,16,49.3,Stable,451104,Low (<5L),Both Platforms,Positive,Slow (>45 min),3.5–4.0
R0253,Restaurant_253,Hyderabad,Ameerpet,Continental,Dine-in,Mid-range (₹200-₹500),3.8,3615,61,395,944,7.0,-0.76,20,Yes,Yes,7,32.3,Struggling,372880,Low (<5L),Both Platforms,Negative,Slow (>45 min),3.5–4.0
R0254,Restaurant_254,Mumbai,Dadar,Italian,Cafe,Luxury (> ₹1000),3.5,3363,47,1395,197,4.2,-0.59,0,Yes,Yes,47,51.0,Stable,274815,Low (<5L),Both Platforms,Negative,Slow (>45 min),3.0–3.5
R0255,Restaurant_255,Pune,Baner,South Indian,Cafe,Premium (₹500-₹1000),4.0,2356,68,1892,570,4.3,0.39,40,Yes,Yes,11,56.2,Stable,1078440,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),3.5–4.0
R0256,Restaurant_256,Chennai,Mylapore,Chinese,Cafe,Premium (₹500-₹1000),4.9,141,55,2373,324,1.7,-0.79,30,Yes,Yes,16,60.8,Stable,768852,Medium (5–15L),Both Platforms,Negative,Slow (>45 min),4.5+
R0257,Restaurant_257,Pune,Viman Nagar,Continental,Fine Dining,Mid-range (₹200-₹500),2.9,1858,59,1135,378,1.6,0.41,0,No,Yes,21,33.2,Closed,429030,Low (<5L),Swiggy Only,Positive,Slow (>45 min),<3.0
R0258,Restaurant_258,Hyderabad,Ameerpet,Cafe,Quick Service,Premium (₹500-₹1000),3.4,1971,26,1267,814,1.2,-0.45,40,No,Yes,42,44.4,Struggling,1031338,Medium (5–15L),Swiggy Only,Negative,Fast (<30 min),3.0–3.5
R0259,Restaurant_259,Bangalore,Jayanagar,Cafe,Cafe,Premium (₹500-₹1000),4.9,1431,20,1382,432,8.0,0.48,30,Yes,Yes,11,73.0,Thriving,597024,Medium (5–15L),Both Platforms,Positive,Fast (<30 min),4.5+
R0260,Restaurant_260,Pune,Hadapsar,Mughlai,Quick Service,Premium (₹500-₹1000),4.4,4039,55,545,359,6.6,-0.65,20,Yes,Yes,19,59.7,Stable,195655,Low (<5L),Both Platforms,Negative,Slow (>45 min),4.0–4.5
R0261,Restaurant_261,Mumbai,Powai,South Indian,Dine-in,Budget (< ₹200),4.5,4792,45,2516,397,9.1,0.19,50,No,Yes,26,73.5,Thriving,998852,Medium (5–15L),Swiggy Only,Neutral,Normal (30–45 min),4.0–4.5
R0262,Restaurant_262,Chennai,Anna Nagar,Mughlai,Fine Dining,Budget (< ₹200),3.5,4163,20,2814,424,8.6,0.65,10,Yes,No,13,59.6,Stable,1193136,Medium (5–15L),Zomato Only,Positive,Fast (<30 min),3.0–3.5
R0263,Restaurant_263,Bangalore,MG Road,Mughlai,Cafe,Budget (< ₹200),3.0,4044,34,357,450,4.0,-0.72,10,Yes,No,33,43.9,Struggling,160650,Low (<5L),Zomato Only,Negative,Normal (30–45 min),<3.0
R0264,Restaurant_264,Delhi,Connaught Place,Biryani,Dine-in,Premium (₹500-₹1000),4.6,2207,57,2329,763,2.2,0.38,20,Yes,Yes,27,74.0,Thriving,1777027,High (>15L),Both Platforms,Positive,Slow (>45 min),4.5+
R0265,Restaurant_265,Hyderabad,Gachibowli,Continental,Cafe,Premium (₹500-₹1000),3.7,3999,58,127,693,8.9,-0.01,10,Yes,Yes,16,37.2,Closed,88011,Low (<5L),Both Platforms,Neutral,Slow (>45 min),3.5–4.0
R0266,Restaurant_266,Mumbai,Powai,Italian,Quick Service,Premium (₹500-₹1000),4.3,3994,63,2061,670,2.5,-0.51,30,Yes,Yes,5,52.5,Stable,1380870,Medium (5–15L),Both Platforms,Negative,Slow (>45 min),4.0–4.5
R0267,Restaurant_267,Bangalore,Indiranagar,Street Food,Dine-in,Mid-range (₹200-₹500),2.6,2165,31,2216,1161,4.4,0.94,0,Yes,Yes,16,38.8,Struggling,2572776,High (>15L),Both Platforms,Positive,Normal (30–45 min),<3.0
R0268,Restaurant_268,Ahmedabad,Satellite,Italian,Quick Service,Mid-range (₹200-₹500),4.5,1539,59,2801,703,3.0,0.5,20,No,Yes,17,60.4,Stable,1969103,High (>15L),Swiggy Only,Positive,Slow (>45 min),4.0–4.5
R0269,Restaurant_269,Bangalore,Koramangala,North Indian,Delivery Only,Luxury (> ₹1000),4.6,838,31,2049,1103,6.3,-0.73,50,Yes,Yes,33,60.5,Stable,2260047,High (>15L),Both Platforms,Negative,Normal (30–45 min),4.5+
R0270,Restaurant_270,Delhi,Karol Bagh,Continental,Fine Dining,Luxury (> ₹1000),3.4,405,64,2270,619,2.7,0.64,30,Yes,Yes,30,30.4,Struggling,1405130,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),3.0–3.5
R0271,Restaurant_271,Hyderabad,Banjara Hills,Fast Food,Fine Dining,Luxury (> ₹1000),3.1,94,65,129,771,5.5,0.14,30,Yes,Yes,29,15.6,Closed,99459,Low (<5L),Both Platforms,Neutral,Slow (>45 min),3.0–3.5
R0272,Restaurant_272,Bangalore,HSR Layout,Cafe,Cafe,Premium (₹500-₹1000),4.6,3519,56,1597,806,3.1,0.43,10,No,No,14,64.0,Stable,1287182,Medium (5–15L),No Platform,Positive,Slow (>45 min),4.5+
R0273,Restaurant_273,Ahmedabad,Prahlad Nagar,Fast Food,Fine Dining,Premium (₹500-₹1000),4.4,3311,67,665,1055,8.7,-0.59,10,No,Yes,9,44.9,Struggling,701575,Medium (5–15L),Swiggy Only,Negative,Slow (>45 min),4.0–4.5
R0274,Restaurant_274,Kolkata,New Town,Street Food,Fine Dining,Budget (< ₹200),2.9,93,71,473,1023,1.9,0.87,30,Yes,Yes,19,13.7,Closed,483879,Low (<5L),Both Platforms,Positive,Slow (>45 min),<3.0
R0275,Restaurant_275,Mumbai,Dadar,North Indian,Quick Service,Luxury (> ₹1000),4.0,4318,38,2547,238,9.5,0.68,40,No,Yes,15,76.8,Thriving,606186,Medium (5–15L),Swiggy Only,Positive,Normal (30–45 min),3.5–4.0
R0276,Restaurant_276,Chennai,Anna Nagar,North Indian,Fine Dining,Mid-range (₹200-₹500),4.0,345,43,1079,850,0.5,-0.52,20,No,Yes,45,37.5,Struggling,917150,Medium (5–15L),Swiggy Only,Negative,Normal (30–45 min),3.5–4.0
R0277,Restaurant_277,Delhi,Karol Bagh,South Indian,Dine-in,Premium (₹500-₹1000),4.3,4630,57,1525,535,9.7,-0.3,10,No,No,39,52.1,Stable,815875,Medium (5–15L),No Platform,Negative,Slow (>45 min),4.0–4.5
R0278,Restaurant_278,Bangalore,HSR Layout,Street Food,Dine-in,Budget (< ₹200),3.8,2835,27,2202,1159,2.9,0.17,20,No,No,39,58.3,Stable,2552118,High (>15L),No Platform,Neutral,Fast (<30 min),3.5–4.0
R0279,Restaurant_279,Hyderabad,Hitech City,Mughlai,Quick Service,Budget (< ₹200),3.7,2162,24,1667,828,8.0,-0.4,10,Yes,No,25,49.7,Stable,1380276,Medium (5–15L),Zomato Only,Negative,Fast (<30 min),3.5–4.0
R0280,Restaurant_280,Delhi,Karol Bagh,Fast Food,Delivery Only,Premium (₹500-₹1000),2.7,2851,24,2371,1133,2.2,-0.24,10,Yes,Yes,50,44.1,Struggling,2686343,High (>15L),Both Platforms,Neutral,Fast (<30 min),<3.0
R0281,Restaurant_281,Hyderabad,Madhapur,Italian,Delivery Only,Mid-range (₹200-₹500),4.7,1743,34,930,1034,2.9,0.31,10,Yes,Yes,8,65.1,Stable,961620,Medium (5–15L),Both Platforms,Positive,Normal (30–45 min),4.5+
R0282,Restaurant_282,Ahmedabad,Vastrapur,North Indian,Fine Dining,Budget (< ₹200),4.6,3090,59,1391,684,9.0,0.79,20,No,Yes,35,60.7,Stable,951444,Medium (5–15L),Swiggy Only,Positive,Slow (>45 min),4.5+
R0283,Restaurant_283,Hyderabad,Gachibowli,Chinese,Dine-in,Luxury (> ₹1000),3.7,4479,22,2158,535,4.2,0.44,10,No,Yes,47,66.1,Stable,1154530,Medium (5–15L),Swiggy Only,Positive,Fast (<30 min),3.5–4.0
R0284,Restaurant_284,Pune,Wakad,North Indian,Dine-in,Mid-range (₹200-₹500),3.4,875,40,1581,807,8.7,-0.46,20,Yes,Yes,33,44.7,Struggling,1275867,Medium (5–15L),Both Platforms,Negative,Normal (30–45 min),3.0–3.5
R0285,Restaurant_285,Pune,Kothrud,Chinese,Quick Service,Luxury (> ₹1000),3.0,3099,43,1740,466,4.8,0.23,10,Yes,Yes,18,42.8,Struggling,810840,Medium (5–15L),Both Platforms,Neutral,Normal (30–45 min),<3.0
R0286,Restaurant_286,Kolkata,Salt Lake,Chinese,Delivery Only,Luxury (> ₹1000),4.5,1496,46,2146,317,10.0,0.73,50,Yes,No,22,58.2,Stable,680282,Medium (5–15L),Zomato Only,Positive,Slow (>45 min),4.0–4.5
R0287,Restaurant_287,Delhi,Dwarka,South Indian,Delivery Only,Budget (< ₹200),3.0,2133,50,2679,278,4.8,-0.2,20,Yes,Yes,25,29.3,Closed,744762,Medium (5–15L),Both Platforms,Neutral,Slow (>45 min),<3.0
R0288,Restaurant_288,Hyderabad,Gachibowli,Cafe,Fine Dining,Mid-range (₹200-₹500),4.9,2381,42,1431,869,5.3,0.59,40,Yes,No,42,65.4,Stable,1243539,Medium (5–15L),Zomato Only,Positive,Normal (30–45 min),4.5+
R0289,Restaurant_289,Bangalore,Indiranagar,Biryani,Quick Service,Luxury (> ₹1000),4.6,634,25,763,531,2.7,-0.23,20,Yes,No,20,61.6,Stable,405153,Low (<5L),Zomato Only,Neutral,Fast (<30 min),4.5+
R0290,Restaurant_290,Pune,Wakad,Cafe,Fine Dining,Luxury (> ₹1000),3.5,1556,74,194,308,7.4,0.39,0,Yes,Yes,28,22.4,Closed,59752,Low (<5L),Both Platforms,Positive,Slow (>45 min),3.0–3.5
R0291,Restaurant_291,Mumbai,Colaba,Street Food,Dine-in,Budget (< ₹200),4.4,4342,68,440,286,3.0,-0.52,30,Yes,Yes,18,58.5,Stable,125840,Low (<5L),Both Platforms,Negative,Slow (>45 min),4.0–4.5
R0292,Restaurant_292,Ahmedabad,Bodakdev,Chinese,Delivery Only,Mid-range (₹200-₹500),2.6,2973,75,1432,1064,5.0,0.95,50,Yes,No,11,39.8,Struggling,1523648,High (>15L),Zomato Only,Positive,Slow (>45 min),<3.0
R0293,Restaurant_293,Bangalore,Jayanagar,Cafe,Quick Service,Luxury (> ₹1000),3.8,4422,39,1522,673,5.6,0.65,40,Yes,Yes,29,56.7,Stable,1024306,Medium (5–15L),Both Platforms,Positive,Normal (30–45 min),3.5–4.0
R0294,Restaurant_294,Chennai,T Nagar,North Indian,Fine Dining,Mid-range (₹200-₹500),3.4,3893,54,134,884,9.3,0.9,40,Yes,Yes,30,50.3,Stable,118456,Low (<5L),Both Platforms,Positive,Slow (>45 min),3.0–3.5
R0295,Restaurant_295,Hyderabad,Banjara Hills,Street Food,Cafe,Mid-range (₹200-₹500),3.5,4642,47,1716,435,2.1,0.53,30,No,Yes,19,48.0,Stable,746460,Medium (5–15L),Swiggy Only,Positive,Slow (>45 min),3.0–3.5
R0296,Restaurant_296,Hyderabad,Gachibowli,Cafe,Cafe,Premium (₹500-₹1000),4.1,4407,71,1201,602,2.3,-0.68,10,Yes,Yes,43,50.7,Stable,723002,Medium (5–15L),Both Platforms,Negative,Slow (>45 min),4.0–4.5
R0297,Restaurant_297,Ahmedabad,Prahlad Nagar,Cafe,Quick Service,Mid-range (₹200-₹500),3.3,1296,23,2291,202,2.3,-0.62,20,Yes,No,49,31.9,Closed,462782,Low (<5L),Zomato Only,Negative,Fast (<30 min),3.0–3.5
R0298,Restaurant_298,Delhi,Dwarka,Italian,Cafe,Luxury (> ₹1000),3.3,4132,43,1999,893,8.0,-0.21,10,Yes,Yes,28,41.1,Struggling,1785107,High (>15L),Both Platforms,Neutral,Normal (30–45 min),3.0–3.5
R0299,Restaurant_299,Ahmedabad,Satellite,Italian,Cafe,Luxury (> ₹1000),4.6,1049,69,1119,574,7.8,-0.0,0,Yes,No,50,55.0,Stable,642306,Medium (5–15L),Zomato Only,Neutral,Slow (>45 min),4.5+
R0300,Restaurant_300,Hyderabad,Madhapur,Continental,Cafe,Premium (₹500-₹1000),2.9,395,67,2351,713,1.7,0.07,20,Yes,Yes,6,34.0,Closed,1676263,High (>15L),Both Platforms,Neutral,Slow (>45 min),<3.0
R0301,Restaurant_301,Mumbai,Andheri,Continental,Cafe,Budget (< ₹200),2.9,2311,57,590,585,8.0,-0.78,0,No,Yes,26,28.7,Closed,345150,Low (<5L),Swiggy Only,Negative,Slow (>45 min),<3.0
R0302,Restaurant_302,Ahmedabad,Navrangpura,Cafe,Cafe,Budget (< ₹200),2.6,1310,64,2296,990,1.5,0.08,20,Yes,No,49,19.8,Closed,2273040,High (>15L),Zomato Only,Neutral,Slow (>45 min),<3.0
R0303,Restaurant_303,Kolkata,New Town,Chinese,Cafe,Budget (< ₹200),3.7,3634,55,1307,735,7.1,-0.46,10,Yes,Yes,49,46.3,Stable,960645,Medium (5–15L),Both Platforms,Negative,Slow (>45 min),3.5–4.0
R0304,Restaurant_304,Bangalore,Koramangala,Street Food,Delivery Only,Luxury (> ₹1000),3.2,2207,54,1603,644,0.5,0.35,30,Yes,Yes,42,46.1,Stable,1032332,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),3.0–3.5
R0305,Restaurant_305,Hyderabad,Hitech City,South Indian,Fine Dining,Luxury (> ₹1000),3.0,4125,69,2358,337,6.3,-0.22,20,Yes,Yes,36,44.6,Struggling,794646,Medium (5–15L),Both Platforms,Neutral,Slow (>45 min),<3.0
R0306,Restaurant_306,Delhi,Lajpat Nagar,Chinese,Dine-in,Mid-range (₹200-₹500),2.8,1619,26,230,764,6.6,-0.1,40,Yes,Yes,26,21.1,Closed,175720,Low (<5L),Both Platforms,Neutral,Fast (<30 min),<3.0
R0307,Restaurant_307,Mumbai,Bandra,Italian,Quick Service,Budget (< ₹200),3.7,547,43,2385,941,9.4,-0.05,20,Yes,Yes,36,35.3,Closed,2244285,High (>15L),Both Platforms,Neutral,Normal (30–45 min),3.5–4.0
R0308,Restaurant_308,Chennai,T Nagar,Italian,Fine Dining,Budget (< ₹200),2.8,1942,54,1678,374,2.3,0.38,10,No,Yes,43,33.6,Struggling,627572,Medium (5–15L),Swiggy Only,Positive,Slow (>45 min),<3.0
R0309,Restaurant_309,Kolkata,Park Street,Chinese,Delivery Only,Luxury (> ₹1000),3.8,1345,54,2557,633,9.4,0.82,50,Yes,Yes,29,57.5,Stable,1618581,High (>15L),Both Platforms,Positive,Slow (>45 min),3.5–4.0
R0310,Restaurant_310,Kolkata,Tollygunge,Biryani,Fine Dining,Mid-range (₹200-₹500),3.9,1802,44,2353,1128,7.6,-0.15,40,No,No,3,56.3,Stable,2654184,High (>15L),No Platform,Neutral,Normal (30–45 min),3.5–4.0
R0311,Restaurant_311,Chennai,Nungambakkam,North Indian,Fine Dining,Mid-range (₹200-₹500),5.0,2522,20,1330,1188,2.6,0.74,0,Yes,Yes,9,67.2,Stable,1580040,High (>15L),Both Platforms,Positive,Fast (<30 min),4.5+
R0312,Restaurant_312,Pune,Viman Nagar,Chinese,Cafe,Premium (₹500-₹1000),4.7,2096,34,1149,1010,3.4,0.23,10,Yes,Yes,33,57.1,Stable,1160490,Medium (5–15L),Both Platforms,Neutral,Normal (30–45 min),4.5+
R0313,Restaurant_313,Mumbai,Dadar,Fast Food,Dine-in,Luxury (> ₹1000),2.7,508,69,1469,536,8.9,-0.02,0,Yes,Yes,43,24.2,Closed,787384,Medium (5–15L),Both Platforms,Neutral,Slow (>45 min),<3.0
R0314,Restaurant_314,Kolkata,Park Street,Fast Food,Fine Dining,Budget (< ₹200),3.3,4677,29,1438,694,7.1,-0.52,30,No,Yes,17,48.9,Stable,997972,Medium (5–15L),Swiggy Only,Negative,Fast (<30 min),3.0–3.5
R0315,Restaurant_315,Kolkata,Salt Lake,Chinese,Cafe,Budget (< ₹200),3.7,453,55,1735,448,1.3,0.1,10,Yes,No,38,33.1,Closed,777280,Medium (5–15L),Zomato Only,Neutral,Slow (>45 min),3.5–4.0
R0316,Restaurant_316,Hyderabad,Gachibowli,Cafe,Fine Dining,Mid-range (₹200-₹500),3.1,2231,69,1861,511,7.0,0.24,0,No,No,26,32.2,Closed,950971,Medium (5–15L),No Platform,Neutral,Slow (>45 min),3.0–3.5
R0317,Restaurant_317,Delhi,Saket,Chinese,Cafe,Luxury (> ₹1000),4.1,3658,22,1056,384,7.0,-0.52,0,Yes,Yes,18,67.5,Stable,405504,Low (<5L),Both Platforms,Negative,Fast (<30 min),4.0–4.5
R0318,Restaurant_318,Bangalore,Whitefield,North Indian,Cafe,Budget (< ₹200),3.3,3909,21,1459,394,7.5,-0.42,50,Yes,No,42,54.0,Stable,574846,Medium (5–15L),Zomato Only,Negative,Fast (<30 min),3.0–3.5
R0319,Restaurant_319,Bangalore,MG Road,North Indian,Quick Service,Budget (< ₹200),3.1,542,38,922,988,7.1,-0.31,40,Yes,Yes,27,30.4,Struggling,910936,Medium (5–15L),Both Platforms,Negative,Normal (30–45 min),3.0–3.5
R0320,Restaurant_320,Pune,Koregaon Park,North Indian,Cafe,Luxury (> ₹1000),3.1,3168,52,507,1105,3.5,0.76,50,Yes,Yes,15,38.2,Struggling,560235,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),3.0–3.5
